Year,WHO region,Country,Alcohol type,Numeric
1982,Africa,Liberia,Beer,0.5
1987,Americas,Saint Lucia,Wine,0.76
1993,Americas,Honduras,Beer,1.38
1992,Europe,Romania,Other alcoholic beverages,
1980,Western Pacific,Kiribati,All types,1.17
1998,Eastern Mediterranean,United Arab Emirates,Beer,0.62
1988,South-East Asia,India,Spirits,1.54
1989,Europe,Hungary,Other alcoholic beverages,
1983,Europe,Portugal,Other alcoholic beverages,1.15
1982,Americas,Nicaragua,Spirits,2.21
1982,Europe,Austria,All types,13.5
1996,Africa,Chad,Beer,0.25
1984,Western Pacific,Mongolia,All types,3.65
1980,Europe,Hungary,Wine,5.35
1994,Africa,Côte d'Ivoire,All types,3.97
1997,Europe,Slovakia,Other alcoholic beverages,0
1996,Americas,Saint Kitts and Nevis,All types,5.86
1998,Europe,Norway,Beer,3.17
1980,Western Pacific,Kiribati,Wine,0.03
1989,Africa,Ghana,Other alcoholic beverages,1.45
1990,Europe,Luxembourg,All types,15.03
1987,Europe,Malta,Other alcoholic beverages,0.04
1995,South-East Asia,Sri Lanka,Wine,0
1992,Africa,Burkina Faso,Wine,0.01
1986,Americas,Guatemala,Wine,0.02
1998,Europe,Tajikistan,Other alcoholic beverages,
1981,Western Pacific,Japan,Beer,2.37
1981,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.09
1982,South-East Asia,Thailand,Spirits,5.07
1986,Africa,Lesotho,Beer,0.86
1980,Africa,Zimbabwe,Spirits,3.28
1993,Europe,Kazakhstan,Spirits,9.35
1991,Americas,Colombia,All types,7.29
1984,Africa,Nigeria,Beer,1.25
1993,Europe,Netherlands,Wine,2.45
1980,Africa,Mauritania,Other alcoholic beverages,0
1998,Africa,Togo,All types,1.27
1982,Africa,Sao Tome and Principe,Beer,0
1985,Europe,Iceland,Spirits,3.09
1980,Africa,Democratic Republic of the Congo,All types,2.1
1980,Europe,Italy,All types,16.73
1982,Western Pacific,Lao People's Democratic Republic,Spirits,4.62
1987,Africa,Democratic Republic of the Congo,All types,2.36
1996,Africa,Algeria,Beer,0.28
1989,Eastern Mediterranean,Qatar,Spirits,1.36
1994,South-East Asia,Sri Lanka,Other alcoholic beverages,0
1980,Western Pacific,Philippines,Spirits,2.19
1998,Africa,Uganda,Beer,0.47
1997,Africa,United Republic of Tanzania,Spirits,0.09
1987,Western Pacific,Australia,Other alcoholic beverages,0
1986,South-East Asia,Nepal,Other alcoholic beverages,0
1981,Eastern Mediterranean,Yemen,Spirits,0.02
1983,Africa,Burundi,Spirits,0
1995,Americas,Panama,Other alcoholic beverages,0.02
1997,Europe,Belgium,All types,10.92
1983,Africa,Malawi,Other alcoholic beverages,0.7
1980,Americas,Cuba,Wine,0.05
1994,Americas,Antigua and Barbuda,Beer,0.94
1985,Europe,Ireland,Other alcoholic beverages,0.75
1990,Americas,Haiti,Spirits,6.07
1993,Western Pacific,Brunei Darussalam,All types,0.79
1986,Eastern Mediterranean,Egypt,Wine,0.01
1988,Africa,Mauritania,Spirits,0
1982,Europe,Sweden,Other alcoholic beverages,0
1981,Americas,Saint Kitts and Nevis,Other alcoholic beverages,0
1982,Americas,Mexico,Spirits,1.28
1989,Africa,Mali,Wine,0.01
1992,Africa,Senegal,Spirits,0
1984,Africa,Angola,Other alcoholic beverages,0
1997,Western Pacific,Cook Islands,All types,3.31
1996,Western Pacific,Fiji,Spirits,0.21
1984,Europe,Greece,Spirits,3.37
1988,Africa,Cameroon,Other alcoholic beverages,3.95
1999,Americas,Dominican Republic,All types,6.28
1997,Eastern Mediterranean,United Arab Emirates,Spirits,1.83
1993,Europe,Russian Federation,Beer,1.11
1990,Europe,Armenia,Wine,2.18
1984,Eastern Mediterranean,Tunisia,All types,1.16
1992,Western Pacific,Tuvalu,Wine,0
1992,Africa,Malawi,Wine,0.01
1996,Africa,Burkina Faso,All types,5.02
1986,Americas,Saint Kitts and Nevis,Wine,0.46
1990,Americas,Saint Kitts and Nevis,All types,5.03
1984,Africa,Guinea,Wine,0.01
1990,Americas,Honduras,Spirits,1.11
1980,Americas,Belize,All types,7.26
1999,Europe,Lithuania,Wine,1.12
1985,Western Pacific,Samoa,All types,1.74
1984,Western Pacific,Kiribati,Spirits,0.12
1991,Americas,Dominica,All types,11.61
1990,Eastern Mediterranean,Jordan,Wine,0
1991,Americas,Paraguay,Other alcoholic beverages,0.07
1993,Europe,Malta,All types,7.21
1998,Europe,Croatia,Wine,6.78
1981,Western Pacific,Lao People's Democratic Republic,Wine,0
1997,Europe,Tajikistan,Wine,0.27
1980,Europe,Switzerland,Beer,4.3
1996,South-East Asia,Democratic People's Republic of Korea,Other alcoholic beverages,
1995,Western Pacific,Republic of Korea,Spirits,2.67
1987,Americas,Brazil,Spirits,1.9
1990,Americas,Canada,All types,8.77
1986,Eastern Mediterranean,Lebanon,Beer,0.42
1996,Western Pacific,New Zealand,All types,9.94
1997,Western Pacific,Papua New Guinea,Wine,0.02
1983,Western Pacific,Solomon Islands,Other alcoholic beverages,0
1995,Africa,Central African Republic,Spirits,0.03
1987,Americas,Saint Kitts and Nevis,Spirits,0.77
1987,Americas,Chile,Wine,5.41
1999,Americas,Cuba,Other alcoholic beverages,
1988,Eastern Mediterranean,Oman,Other alcoholic beverages,0
1993,Western Pacific,Marshall Islands,All types,
1988,Africa,Madagascar,Wine,0.18
1982,Africa,Algeria,All types,0.42
1984,Africa,Mauritania,Other alcoholic beverages,0
1988,Americas,Colombia,Wine,0.14
1986,Americas,Jamaica,Other alcoholic beverages,0
1999,Europe,Belgium,All types,10.1
1992,South-East Asia,Nepal,Wine,0
1988,Americas,Dominican Republic,Beer,1.54
1987,Western Pacific,Kiribati,All types,0.63
1987,Western Pacific,Singapore,Other alcoholic beverages,0.06
1991,Africa,Congo,Beer,2.47
1983,Eastern Mediterranean,Bahrain,All types,7.09
1981,Europe,Belarus,Other alcoholic beverages,
1994,Africa,Senegal,Wine,0.1
1987,Africa,Senegal,Spirits,0.04
1985,Americas,Nicaragua,Spirits,2.6
1986,Eastern Mediterranean,Oman,Spirits,0
1982,Europe,Russian Federation,Spirits,4.22
1985,Americas,Costa Rica,All types,5.04
1982,Africa,South Africa,Other alcoholic beverages,1.89
1991,Americas,United States of America,Other alcoholic beverages,
1989,Eastern Mediterranean,Sudan,Spirits,0.15
1998,Europe,Turkey,Spirits,0.57
1990,Eastern Mediterranean,Egypt,Wine,0.01
1993,Europe,Latvia,Other alcoholic beverages,0
1992,Europe,Bosnia and Herzegovina,All types,10.03
1986,South-East Asia,Democratic People's Republic of Korea,Beer,0.37
1986,Africa,Guinea-Bissau,Beer,0.39
1998,Africa,Burundi,Wine,0
1999,Americas,Canada,Beer,4.3
1994,Eastern Mediterranean,Lebanon,Beer,0.41
1985,Americas,Belize,Wine,0.17
1987,South-East Asia,Thailand,Wine,0
1992,Europe,Finland,Spirits,1.3
1999,Africa,Zimbabwe,Wine,0.04
1991,Africa,Gambia,Spirits,0.03
1980,Americas,Saint Lucia,Beer,3.19
1992,Western Pacific,Republic of Korea,Spirits,2.52
1997,Western Pacific,Lao People's Democratic Republic,Other alcoholic beverages,0
1986,Americas,Haiti,Other alcoholic beverages,0
1982,South-East Asia,India,Beer,0.02
1982,Western Pacific,Papua New Guinea,Spirits,0.11
1995,Europe,Bulgaria,All types,9.51
1981,Europe,Greece,All types,12.04
1991,Africa,Algeria,Spirits,0.01
1998,Americas,Canada,Other alcoholic beverages,
1987,Africa,Benin,Other alcoholic beverages,0
1989,Africa,Seychelles,Spirits,0.6
1985,Eastern Mediterranean,Pakistan,Beer,0.01
1994,Europe,Cyprus,All types,9.53
1988,Africa,Senegal,Beer,0.27
1984,Americas,Nicaragua,Beer,0.77
1984,Americas,Saint Kitts and Nevis,Spirits,2.78
1981,Europe,Cyprus,Spirits,2.79
1980,Americas,El Salvador,Beer,0.82
1998,Europe,San Marino,Other alcoholic beverages,
1980,Europe,Switzerland,All types,14.25
1984,Americas,Bahamas,All types,14.74
1984,Africa,Burundi,Other alcoholic beverages,4.82
1994,Americas,El Salvador,Spirits,1.31
1995,Africa,Mali,Spirits,0
1986,Africa,Algeria,Beer,0.18
1987,Americas,Bahamas,Spirits,7.86
1998,Americas,Argentina,All types,9.21
1992,Western Pacific,Mongolia,Beer,0.11
1998,Europe,Slovakia,Wine,1.84
1981,Africa,Seychelles,All types,3.39
1981,Africa,Central African Republic,Wine,0.43
1984,Western Pacific,Republic of Korea,Wine,0
1984,Western Pacific,Solomon Islands,Wine,0.04
1981,Africa,South Africa,Other alcoholic beverages,2.02
1989,Europe,Iceland,Beer,1.83
1985,Americas,Chile,Spirits,2.59
1986,Eastern Mediterranean,Syrian Arab Republic,Beer,0.08
1994,Africa,Ethiopia,Other alcoholic beverages,0.15
1981,Africa,Senegal,All types,0.61
1996,Americas,Jamaica,All types,2.92
1985,Western Pacific,New Zealand,Other alcoholic beverages,0.02
1981,South-East Asia,Sri Lanka,Spirits,0.35
1980,Western Pacific,Brunei Darussalam,Spirits,0.57
1998,Americas,Panama,Wine,0.09
1995,Africa,Eritrea,Spirits,0
1995,Africa,Cabo Verde,Other alcoholic beverages,
1989,Americas,Saint Kitts and Nevis,Other alcoholic beverages,0
1999,Eastern Mediterranean,Syrian Arab Republic,Beer,0.07
1991,Eastern Mediterranean,Somalia,Other alcoholic beverages,0
1981,Western Pacific,Fiji,Other alcoholic beverages,
1982,Eastern Mediterranean,Bahrain,Other alcoholic beverages,0
1981,South-East Asia,Myanmar,Wine,0
1989,Europe,Italy,Wine,8.27
1997,Europe,Sweden,All types,7.11
1995,Western Pacific,Lao People's Democratic Republic,Spirits,4.6
1995,South-East Asia,India,All types,1.83
1998,Europe,Romania,Spirits,1.15
1982,Western Pacific,Brunei Darussalam,All types,2.94
1984,Americas,Cuba,Other alcoholic beverages,
1998,Western Pacific,Micronesia (Federated States of),Beer,3.58
1980,Western Pacific,Viet Nam,Spirits,0.08
1997,Western Pacific,Japan,Other alcoholic beverages,1.83
1998,Eastern Mediterranean,Iran (Islamic Republic of),Spirits,0
1987,Americas,Guatemala,Spirits,1.95
1991,Americas,Jamaica,Spirits,2.55
1981,Africa,Zambia,All types,3.81
1995,South-East Asia,Bhutan,All types,1.82
1996,Africa,Swaziland,All types,5.67
1999,Americas,Cuba,Spirits,2.57
1985,Americas,Colombia,Spirits,2.05
1989,Eastern Mediterranean,Kuwait,Beer,0
1994,Eastern Mediterranean,Jordan,All types,0.15
1989,Africa,Togo,Spirits,0.29
1999,Africa,Sierra Leone,Wine,0
1987,Europe,Albania,All types,1.63
1992,Americas,Jamaica,All types,4.47
1991,Europe,Norway,Other alcoholic beverages,0
1995,Western Pacific,Samoa,Wine,0.05
1984,Americas,Saint Kitts and Nevis,All types,3.97
1983,Americas,Saint Lucia,Spirits,6.64
1987,Eastern Mediterranean,Somalia,All types,0.01
1990,Europe,Italy,Spirits,1.19
1986,Europe,Hungary,Wine,3.57
1999,Western Pacific,Samoa,Beer,1.65
1999,Europe,Israel,Spirits,0.84
1989,Africa,Sao Tome and Principe,Other alcoholic beverages,0
1998,Western Pacific,Malaysia,Wine,0
1994,Western Pacific,Japan,Spirits,2.77
1996,Americas,Trinidad and Tobago,Spirits,1.39
1988,Africa,Cabo Verde,Other alcoholic beverages,
1998,Americas,Costa Rica,Other alcoholic beverages,0.01
1984,Africa,Chad,Wine,0.04
1996,Americas,Brazil,Spirits,2.18
1980,South-East Asia,Indonesia,Wine,0
1989,Europe,Russian Federation,Beer,1.3
1983,Europe,Turkey,Other alcoholic beverages,0
1999,Americas,Trinidad and Tobago,All types,3.81
1989,Europe,Iceland,Other alcoholic beverages,0.01
1981,Africa,Mauritius,Wine,0.07
1988,Africa,Central African Republic,Other alcoholic beverages,1.14
1995,Eastern Mediterranean,Djibouti,Beer,0.2
1996,South-East Asia,Bhutan,All types,3.16
1982,Americas,Chile,Spirits,2.59
1991,Africa,Zambia,Wine,0.01
1991,Americas,El Salvador,Spirits,1.27
1999,Eastern Mediterranean,Iran (Islamic Republic of),Spirits,0
1986,Africa,Burundi,All types,8.35
1992,Europe,Finland,Other alcoholic beverages,1.5
1988,Europe,Hungary,Other alcoholic beverages,
1988,Africa,Mozambique,Other alcoholic beverages,0
1999,Europe,Croatia,Wine,6.57
1991,Europe,Greece,All types,10.18
1985,Europe,Turkey,Other alcoholic beverages,0
1987,Europe,France,All types,15.9
1981,Africa,Cameroon,All types,6.07
1991,Western Pacific,Solomon Islands,Beer,0.58
1985,Africa,Ethiopia,Wine,0
1999,Americas,Saint Vincent and the Grenadines,Spirits,6.02
1986,Americas,Chile,Wine,5.14
1992,Europe,Israel,All types,1.81
1996,Africa,Burundi,Beer,1.85
1987,Africa,Congo,Other alcoholic beverages,2.21
1991,Western Pacific,Tuvalu,Spirits,0.13
1984,Europe,Slovakia,All types,14.33
1986,South-East Asia,India,Beer,0.02
1981,Americas,Cuba,Beer,1.5
1996,Europe,Norway,All types,5.04
1999,Americas,Ecuador,Wine,0.03
1997,Africa,Rwanda,All types,6.63
1982,South-East Asia,Sri Lanka,Other alcoholic beverages,0
1980,Africa,Malawi,Wine,0.01
1999,Africa,Ethiopia,Beer,0.51
1999,Africa,Cabo Verde,Spirits,0.43
1982,Europe,Turkey,Wine,0.07
1988,Africa,Niger,Other alcoholic beverages,0
1990,Eastern Mediterranean,United Arab Emirates,Beer,0.67
1990,Europe,Switzerland,Spirits,2.17
1990,Eastern Mediterranean,Iraq,Spirits,0.12
1986,Africa,Sierra Leone,Other alcoholic beverages,4.48
1993,Africa,Mauritania,Spirits,0.01
1980,Eastern Mediterranean,Iraq,Wine,0.01
1999,Africa,United Republic of Tanzania,Beer,0.52
1990,Africa,Chad,All types,0.39
1980,Africa,Mauritius,Wine,0.06
1990,Western Pacific,Japan,All types,8.28
1981,Western Pacific,Samoa,Other alcoholic beverages,0
1988,Europe,Finland,Beer,4.23
1980,Western Pacific,Micronesia (Federated States of),Other alcoholic beverages,0
1999,Europe,Greece,Wine,4.57
1998,Americas,Peru,Other alcoholic beverages,0
1982,Western Pacific,Republic of Korea,Beer,1.06
1980,Americas,Guyana,Beer,1.78
1985,Eastern Mediterranean,Morocco,All types,0.56
1999,Eastern Mediterranean,Syrian Arab Republic,Wine,0.36
1989,Western Pacific,Vanuatu,All types,1.76
1994,Europe,Georgia,Spirits,0.42
1982,Africa,Ghana,All types,1.51
1984,Eastern Mediterranean,Yemen,Other alcoholic beverages,
1993,Western Pacific,Samoa,Other alcoholic beverages,0
1988,Africa,Zambia,Other alcoholic beverages,2.22
1995,Europe,Czech Republic,Spirits,3.93
1987,Western Pacific,Brunei Darussalam,Spirits,0.23
1994,Americas,Costa Rica,All types,6.07
1989,Americas,Cuba,Spirits,2.45
1999,South-East Asia,Sri Lanka,All types,0.24
1984,Europe,Lithuania,All types,13.01
1990,Europe,Austria,All types,13.9
1980,Europe,Poland,Spirits,7.18
1986,Western Pacific,Malaysia,Wine,0.01
1989,Europe,Cyprus,Other alcoholic beverages,0
1999,Western Pacific,Niue,Wine,0
1997,Americas,Belize,All types,5.16
1999,Americas,Barbados,Beer,2.02
1981,Western Pacific,Mongolia,Beer,0.49
1997,Africa,Swaziland,Spirits,0.55
1983,Europe,Iceland,Wine,1.14
1988,Africa,Rwanda,Other alcoholic beverages,5.59
1990,Americas,Honduras,Other alcoholic beverages,
1988,Eastern Mediterranean,Iraq,Beer,0.31
1994,Western Pacific,Mongolia,Spirits,1.4
1991,Western Pacific,Brunei Darussalam,Beer,2.42
1994,Western Pacific,Lao People's Democratic Republic,Other alcoholic beverages,0
1992,Western Pacific,Mongolia,All types,1.73
1993,Africa,Senegal,Wine,0.09
1984,Africa,Madagascar,Beer,0.18
1980,Europe,Belarus,Spirits,
1997,Eastern Mediterranean,Morocco,Spirits,0.03
1996,Africa,Angola,Other alcoholic beverages,0.32
1983,Americas,Guyana,Wine,0
1988,Americas,Paraguay,Beer,1.83
1996,Eastern Mediterranean,Morocco,All types,0.5
1992,Western Pacific,Japan,Spirits,2.69
1992,Americas,Cuba,Other alcoholic beverages,
1988,Europe,Netherlands,Other alcoholic beverages,0
1980,Europe,Ireland,Beer,8.78
1988,Africa,South Africa,Beer,4.1
1990,Americas,Dominica,Beer,1.05
1997,Europe,Netherlands,All types,10.05
1988,Western Pacific,Brunei Darussalam,Other alcoholic beverages,0
1989,Western Pacific,Micronesia (Federated States of),Spirits,0
1993,Africa,Algeria,All types,0.24
1981,Americas,Belize,Other alcoholic beverages,0.03
1984,Europe,Ukraine,Wine,2.19
1985,Africa,Mali,Wine,0.01
1986,Africa,Guinea-Bissau,Other alcoholic beverages,1.17
1981,Africa,South Africa,All types,8.78
1989,Americas,Saint Kitts and Nevis,All types,4.65
1980,Eastern Mediterranean,Sudan,Spirits,0.14
1999,Europe,Kyrgyzstan,Beer,0.23
1995,Western Pacific,Tuvalu,Wine,0.02
1997,Eastern Mediterranean,Libya,Wine,0
1995,Europe,Armenia,Other alcoholic beverages,0
1991,Americas,Honduras,All types,2.48
1998,Europe,Uzbekistan,Wine,0.49
1998,Americas,Nicaragua,All types,2.79
1986,Americas,Venezuela (Bolivarian Republic of),Wine,0.13
1999,Eastern Mediterranean,Sudan,All types,1.93
1980,Europe,Luxembourg,Beer,5.9
1998,Europe,Ukraine,All types,3.74
1988,Africa,Ethiopia,Spirits,0
1992,Africa,South Africa,All types,9.13
1985,Western Pacific,Japan,Other alcoholic beverages,1.62
1998,Europe,Republic of Moldova,Wine,1.99
1999,Europe,Turkey,All types,1.46
1986,Europe,Slovakia,Wine,2.13
1980,Western Pacific,China,Other alcoholic beverages,0
1992,Africa,Senegal,Beer,0.28
1984,Africa,Malawi,Spirits,0.28
1993,Europe,Romania,All types,12.92
1992,Europe,Sweden,Beer,3.83
1988,Africa,Equatorial Guinea,Beer,0.55
1990,Africa,Benin,Spirits,0.26
1998,Africa,Algeria,All types,0.26
1989,Americas,Peru,Other alcoholic beverages,0
1980,Europe,Greece,All types,13.21
1985,Africa,Nigeria,Other alcoholic beverages,6.04
1992,Europe,Austria,Spirits,1.5
1999,Americas,Saint Kitts and Nevis,Spirits,3.07
1990,Europe,Armenia,Other alcoholic beverages,0
1982,Africa,Namibia,Wine,0
1999,Europe,Azerbaijan,Spirits,0.18
1998,Americas,Bahamas,Spirits,8
1991,Europe,Latvia,Beer,1.15
1984,Europe,Italy,Spirits,1.63
1990,Eastern Mediterranean,Sudan,Spirits,0.28
1991,Europe,Belarus,Spirits,5.69
1985,Africa,Central African Republic,Other alcoholic beverages,1.13
1986,Eastern Mediterranean,Pakistan,Wine,0
1996,Europe,Croatia,Spirits,1.6
1985,South-East Asia,Myanmar,All types,0.3
1983,Europe,Belarus,Beer,
1991,Eastern Mediterranean,Sudan,Spirits,0.25
1980,Africa,Niger,Beer,0.16
1986,Eastern Mediterranean,Qatar,Beer,0.13
1983,Europe,Germany,Beer,8.97
1988,South-East Asia,India,Other alcoholic beverages,0
1998,Western Pacific,Samoa,Beer,1.65
1988,Africa,Swaziland,All types,4.4
1988,Europe,Croatia,Wine,5.03
1999,Americas,Belize,Wine,0.06
1981,Americas,Brazil,Wine,0.41
1990,Africa,Sierra Leone,Spirits,0.02
1984,Western Pacific,Papua New Guinea,All types,1.25
1991,Eastern Mediterranean,Iraq,Wine,0
1995,South-East Asia,India,Wine,0
1994,Americas,Argentina,Beer,2.43
1999,Europe,Slovakia,Other alcoholic beverages,0
1985,Americas,El Salvador,Wine,0.01
1984,Eastern Mediterranean,Iran (Islamic Republic of),Spirits,0
1982,Western Pacific,Viet Nam,All types,0.17
1994,Europe,France,Spirits,2.84
1989,Europe,Albania,All types,1.73
1997,Europe,Spain,Beer,3.95
1993,Americas,Ecuador,All types,2.39
1982,Eastern Mediterranean,Saudi Arabia,Other alcoholic beverages,0
1996,Africa,Mauritania,Spirits,0.01
1982,Americas,Venezuela (Bolivarian Republic of),Wine,0.27
1999,Eastern Mediterranean,Jordan,Wine,0.01
1992,Europe,Kazakhstan,Beer,1.04
1991,Europe,Croatia,Other alcoholic beverages,0
1998,Americas,United States of America,Spirits,2.35
1984,Africa,Angola,All types,1.94
1990,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.14
1985,South-East Asia,Bangladesh,Wine,0
1981,Europe,Bulgaria,Spirits,4.07
1996,Africa,Lesotho,Wine,0.05
1998,Americas,Antigua and Barbuda,Beer,0.64
1990,Africa,Togo,Spirits,0.35
1981,Eastern Mediterranean,United Arab Emirates,Wine,0.26
1989,Africa,Chad,Spirits,0.01
1999,Americas,Jamaica,Other alcoholic beverages,0
1992,Africa,Democratic Republic of the Congo,Other alcoholic beverages,1.71
1990,Western Pacific,Australia,Other alcoholic beverages,0
1984,Africa,Congo,Other alcoholic beverages,3.65
1983,Africa,Democratic Republic of the Congo,Beer,0.3
1991,Europe,Austria,Beer,7.3
1996,Europe,Turkey,Spirits,0.44
1995,Africa,Mauritius,Spirits,0.85
1984,Africa,Congo,Beer,2.26
1996,Americas,Dominica,Beer,0.45
1986,Eastern Mediterranean,Tunisia,Wine,0.58
1999,Europe,France,Beer,2.39
1986,Americas,Bolivia (Plurinational State of),All types,3.3
1980,Europe,Latvia,Beer,2.35
1982,Europe,Slovenia,Other alcoholic beverages,0
1996,Europe,Romania,Spirits,2.01
1984,Europe,Portugal,Beer,2.46
1990,Eastern Mediterranean,Libya,Spirits,0
1983,Europe,Czech Republic,Other alcoholic beverages,
1994,Europe,Latvia,All types,9.59
1983,Africa,Nigeria,Other alcoholic beverages,6.16
1997,Western Pacific,Solomon Islands,Other alcoholic beverages,0
1988,Europe,Greece,Spirits,3.45
1992,Europe,Germany,Other alcoholic beverages,
1983,Americas,Bahamas,Other alcoholic beverages,0.01
1994,Eastern Mediterranean,Jordan,Spirits,0.01
1995,Eastern Mediterranean,Pakistan,Other alcoholic beverages,0.02
1998,Europe,Turkmenistan,Other alcoholic beverages,0
1987,Africa,Mauritius,All types,3.42
1997,Eastern Mediterranean,Libya,Beer,0
1980,Africa,Chad,Other alcoholic beverages,0
1991,Africa,Lesotho,Wine,0.05
1987,Africa,Comoros,Spirits,0.02
1991,Africa,Senegal,Beer,0.29
1997,Western Pacific,Cambodia,Other alcoholic beverages,
1983,Africa,Benin,Wine,0.09
1999,Eastern Mediterranean,Tunisia,All types,1.14
1990,Europe,Denmark,All types,11.85
1987,Africa,United Republic of Tanzania,All types,6.89
1986,Europe,Sweden,Beer,3.04
1998,South-East Asia,Bangladesh,All types,0
1987,Western Pacific,Republic of Korea,Other alcoholic beverages,6.84
1998,Americas,Grenada,Wine,0.56
1999,Europe,Romania,Other alcoholic beverages,
1987,Europe,Netherlands,Wine,2.48
1986,Western Pacific,China,Other alcoholic beverages,0
